act_name,case_id
d,1
m,1
t,1
r,1
c,1
e,1
h,1
e,1
e,1
b,2
m,2
n,2
g,2
k,2
t,2
j,2
l,2
p,2
j,2
e,2
q,3
d,3
r,3
t,3
r,3
c,3
e,3
h,3
e,3
h,3
j,3
e,3
d,4
m,4
t,4
r,4
c,4
j,4
h,4
e,4
e,4
b,5
n,5
m,5
g,5
k,5
j,5
c,5
h,5
e,5
h,5
e,5
l,5
e,5
l,5
e,5
e,5
d,6
q,6
r,6
t,6
r,6
p,6
e,6
t,6
e,6
b,7
q,7
n,7
r,7
g,7
o,7
e,7
c,7
e,7
m,8
b,8
n,8
g,8
o,8
c,8
j,8
e,8
a,9
b,9
n,9
g,9
k,9
p,9
t,9
j,9
l,9
e,9
l,9
e,9
e,9
a,10
b,10
n,10
g,10
o,10
e,10
p,10
t,10
e,10
m,11
b,11
n,11
g,11
k,11
p,11
j,11
t,11
h,11
e,11
l,11
j,11
e,11
a,12
d,12
t,12
r,12
c,12
j,12
e,12
m,13
d,13
f,13
r,13
c,13
j,13
h,13
j,13
e,13
d,14
a,14
t,14
r,14
j,14
c,14
h,14
j,14
h,14
e,14
h,14
j,14
h,14
j,14
e,14
b,15
q,15
n,15
g,15
r,15
k,15
p,15
t,15
e,15
l,15
j,15
l,15
j,15
e,15
m,16
b,16
n,16
g,16
o,16
j,16
c,16
e,16
a,17
b,17
n,17
g,17
k,17
c,17
j,17
l,17
j,17
h,17
e,17
e,17
d,18
m,18
f,18
r,18
c,18
j,18
e,18
b,19
q,19
n,19
g,19
o,19
r,19
t,19
e,19
h,19
p,19
j,19
l,19
e,19
e,19
b,20
a,20
n,20
g,20
k,20
j,20
c,20
e,20
m,21
b,21
n,21
g,21
k,21
c,21
j,21
h,21
j,21
e,21
m,22
d,22
f,22
r,22
c,22
e,22
e,22
d,23
a,23
f,23
r,23
j,23
e,23
t,23
p,23
b,24
q,24
n,24
r,24
g,24
k,24
t,24
j,24
p,24
l,24
e,24
h,24
j,24
e,24
a,25
b,25
n,25
g,25
o,25
e,25
c,25
h,25
e,25
e,25
q,26
d,26
r,26
t,26
r,26
c,26
j,26
e,26
a,27
d,27
t,27
r,27
c,27
j,27
h,27
e,27
l,27
j,27
l,27
e,27
e,27
d,28
q,28
f,28
r,28
r,28
t,28
p,28
e,28
e,28
b,29
n,29
q,29
g,29
r,29
o,29
t,29
j,29
l,29
p,29
j,29
h,29
e,29
h,29
e,29
l,29
e,29
e,29
m,30
b,30
n,30
g,30
k,30
j,30
c,30
e,30
a,31
b,31
n,31
g,31
o,31
c,31
e,31
e,31
d,32
m,32
f,32
r,32
j,32
c,32
e,32
b,33
a,33
n,33
g,33
o,33
p,33
t,33
j,33
l,33
j,33
e,33
b,34
m,34
n,34
g,34
k,34
p,34
t,34
j,34
h,34
e,34
h,34
e,34
l,34
j,34
e,34
m,35
b,35
n,35
g,35
k,35
e,35
t,35
p,35
e,35
q,36
r,36
d,36
f,36
r,36
t,36
p,36
e,36
e,36
a,37
b,37
n,37
g,37
o,37
t,37
p,37
e,37
e,37
d,38
q,38
t,38
r,38
r,38
c,38
e,38
l,38
e,38
h,38
j,38
e,38
b,39
m,39
n,39
g,39
k,39
c,39
j,39
e,39
b,40
m,40
n,40
g,40
o,40
e,40
c,40
e,40
m,41
b,41
n,41
g,41
o,41
p,41
t,41
e,41
e,41
d,42
t,42
m,42
r,42
c,42
e,42
l,42
e,42
l,42
e,42
h,42
e,42
l,42
e,42
e,42
d,43
m,43
f,43
r,43
t,43
p,43
e,43
l,43
e,43
l,43
e,43
e,43
a,44
d,44
f,44
r,44
j,44
t,44
p,44
l,44
j,44
e,44
a,45
d,45
f,45
r,45
e,45
c,45
h,45
j,45
l,45
e,45
e,45
m,46
d,46
t,46
r,46
p,46
j,46
t,46
e,46
a,47
d,47
t,47
r,47
t,47
e,47
p,47
e,47
q,48
b,48
r,48
n,48
g,48
o,48
c,48
j,48
l,48
j,48
e,48
d,49
t,49
m,49
r,49
j,49
p,49
t,49
e,49
b,50
m,50
n,50
g,50
o,50
c,50
e,50
e,50
d,51
q,51
f,51
r,51
r,51
t,51
e,51
p,51
l,51
e,51
l,51
e,51
e,51
b,52
q,52
n,52
g,52
r,52
k,52
j,52
c,52
h,52
j,52
e,52
b,53
n,53
q,53
r,53
g,53
k,53
c,53
e,53
e,53
a,54
d,54
f,54
r,54
c,54
j,54
e,54
q,55
b,55
r,55
n,55
g,55
k,55
j,55
p,55
e,55
t,55
d,56
t,56
r,56
a,56
e,56
h,56
c,56
j,56
e,56
q,57
b,57
n,57
r,57
g,57
k,57
j,57
c,57
l,57
j,57
l,57
j,57
l,57
e,57
e,57
d,58
t,58
m,58
r,58
c,58
j,58
e,58
a,59
d,59
f,59
r,59
c,59
j,59
e,59
a,60
d,60
f,60
r,60
j,60
c,60
h,60
e,60
l,60
e,60
e,60
d,61
m,61
f,61
r,61
t,61
j,61
p,61
e,61
a,62
d,62
t,62
r,62
e,62
c,62
e,62
a,63
d,63
t,63
r,63
c,63
j,63
e,63
d,64
m,64
t,64
r,64
e,64
l,64
p,64
t,64
j,64
e,64
q,65
d,65
r,65
t,65
r,65
c,65
j,65
h,65
e,65
l,65
e,65
h,65
e,65
h,65
j,65
l,65
j,65
e,65
d,66
a,66
t,66
r,66
c,66
j,66
h,66
e,66
e,66
b,67
a,67
n,67
g,67
o,67
p,67
e,67
t,67
e,67
a,68
d,68
f,68
r,68
j,68
c,68
e,68
a,69
d,69
t,69
r,69
j,69
p,69
t,69
e,69
b,70
m,70
n,70
g,70
k,70
t,70
j,70
p,70
l,70
j,70
h,70
j,70
e,70
d,71
m,71
t,71
r,71
j,71
e,71
c,71
d,72
m,72
t,72
r,72
t,72
p,72
e,72
h,72
j,72
e,72
d,73
a,73
f,73
r,73
t,73
p,73
e,73
e,73
d,74
m,74
t,74
r,74
e,74
c,74
e,74
b,75
q,75
n,75
r,75
g,75
k,75
p,75
t,75
j,75
l,75
e,75
e,75
d,76
m,76
f,76
r,76
t,76
e,76
e,76
p,76
b,77
m,77
n,77
g,77
o,77
p,77
t,77
j,77
e,77
d,78
a,78
f,78
r,78
t,78
e,78
p,78
e,78
a,79
d,79
t,79
r,79
c,79
e,79
e,79
d,80
f,80
a,80
r,80
e,80
c,80
l,80
e,80
e,80
m,81
d,81
f,81
r,81
c,81
j,81
e,81
a,82
b,82
n,82
g,82
k,82
c,82
e,82
e,82
d,83
m,83
f,83
r,83
j,83
c,83
e,83
m,84
d,84
f,84
r,84
c,84
e,84
e,84
d,85
t,85
q,85
r,85
r,85
e,85
e,85
p,85
t,85
d,86
t,86
m,86
r,86
p,86
t,86
e,86
e,86
a,87
b,87
n,87
g,87
o,87
e,87
e,87
c,87
a,88
d,88
t,88
r,88
t,88
p,88
j,88
h,88
j,88
e,88
a,89
b,89
n,89
g,89
o,89
c,89
j,89
l,89
e,89
l,89
e,89
e,89
m,90
d,90
t,90
r,90
c,90
e,90
e,90
a,91
b,91
n,91
g,91
o,91
c,91
j,91
h,91
j,91
e,91
b,92
m,92
n,92
g,92
k,92
p,92
t,92
e,92
l,92
e,92
e,92
d,93
f,93
m,93
r,93
c,93
e,93
e,93
a,94
d,94
f,94
r,94
t,94
p,94
j,94
h,94
j,94
e,94
q,95
d,95
f,95
r,95
r,95
c,95
j,95
l,95
e,95
e,95
d,96
a,96
f,96
r,96
t,96
e,96
p,96
h,96
j,96
e,96
b,97
q,97
r,97
n,97
g,97
k,97
p,97
j,97
t,97
l,97
j,97
e,97
q,98
d,98
f,98
r,98
r,98
t,98
p,98
e,98
h,98
e,98
l,98
e,98
e,98
q,99
b,99
n,99
r,99
g,99
k,99
p,99
t,99
e,99
e,99
d,100
m,100
t,100
r,100
t,100
j,100
p,100
h,100
e,100
e,100
b,101
q,101
r,101
n,101
g,101
o,101
p,101
t,101
e,101
e,101
d,102
a,102
t,102
r,102
j,102
c,102
h,102
e,102
l,102
j,102
h,102
j,102
l,102
j,102
h,102
j,102
e,102
q,103
b,103
n,103
r,103
g,103
k,103
j,103
p,103
l,103
j,103
t,103
l,103
j,103
e,103
m,104
d,104
t,104
r,104
j,104
l,104
p,104
t,104
e,104
l,104
e,104
l,104
j,104
l,104
e,104
l,104
e,104
h,104
j,104
e,104
d,105
q,105
f,105
r,105
r,105
c,105
e,105
e,105
m,106
d,106
f,106
r,106
e,106
e,106
t,106
p,106
d,107
q,107
f,107
r,107
r,107
e,107
c,107
l,107
j,107
l,107
j,107
h,107
j,107
e,107
b,108
n,108
q,108
g,108
r,108
k,108
t,108
j,108
h,108
p,108
j,108
l,108
j,108
e,108
a,109
b,109
n,109
g,109
o,109
c,109
e,109
e,109
m,110
d,110
t,110
r,110
t,110
p,110
e,110
l,110
e,110
e,110
m,111
b,111
n,111
g,111
o,111
c,111
e,111
e,111
q,112
d,112
r,112
t,112
r,112
t,112
p,112
e,112
h,112
j,112
h,112
e,112
e,112
d,113
a,113
t,113
r,113
t,113
e,113
p,113
h,113
j,113
l,113
j,113
h,113
j,113
l,113
e,113
l,113
j,113
l,113
e,113
e,113
d,114
q,114
f,114
r,114
r,114
c,114
j,114
e,114
q,115
r,115
b,115
n,115
g,115
o,115
j,115
c,115
e,115
b,116
m,116
n,116
g,116
o,116
t,116
e,116
e,116
p,116
d,117
q,117
t,117
r,117
r,117
p,117
t,117
j,117
h,117
j,117
e,117
d,118
m,118
t,118
r,118
t,118
j,118
e,118
p,118
d,119
q,119
t,119
r,119
r,119
e,119
c,119
e,119
a,120
d,120
f,120
r,120
e,120
t,120
l,120
j,120
p,120
l,120
e,120
e,120
a,121
b,121
n,121
g,121
k,121
c,121
j,121
l,121
j,121
h,121
e,121
h,121
j,121
e,121
d,122
m,122
f,122
r,122
t,122
j,122
p,122
h,122
e,122
e,122
b,123
n,123
m,123
g,123
k,123
c,123
e,123
l,123
j,123
l,123
e,123
l,123
e,123
l,123
j,123
l,123
j,123
e,123
q,124
d,124
r,124
t,124
r,124
e,124
c,124
e,124
d,125
m,125
f,125
r,125
c,125
e,125
h,125
e,125
e,125
q,126
b,126
n,126
r,126
g,126
o,126
t,126
e,126
p,126
e,126
q,127
r,127
d,127
f,127
r,127
c,127
e,127
e,127
a,128
b,128
n,128
g,128
k,128
c,128
e,128
e,128
b,129
a,129
n,129
g,129
o,129
j,129
c,129
l,129
j,129
e,129
q,130
d,130
r,130
t,130
r,130
c,130
e,130
e,130
a,131
b,131
n,131
g,131
o,131
e,131
p,131
t,131
h,131
e,131
e,131
m,132
d,132
f,132
r,132
c,132
e,132
l,132
e,132
e,132
m,133
b,133
n,133
g,133
k,133
c,133
j,133
e,133
d,134
t,134
a,134
r,134
t,134
p,134
j,134
e,134
b,135
n,135
g,135
a,135
o,135
t,135
p,135
j,135
h,135
j,135
h,135
j,135
l,135
e,135
l,135
j,135
e,135
b,136
q,136
n,136
g,136
r,136
k,136
t,136
p,136
j,136
l,136
e,136
l,136
e,136
h,136
e,136
h,136
e,136
h,136
j,136
e,136
a,137
b,137
n,137
g,137
o,137
c,137
j,137
e,137
q,138
d,138
t,138
r,138
r,138
j,138
e,138
c,138
d,139
q,139
r,139
f,139
r,139
c,139
j,139
e,139
a,140
d,140
t,140
r,140
t,140
p,140
j,140
h,140
j,140
h,140
e,140
e,140
d,141
f,141
q,141
r,141
c,141
r,141
j,141
e,141
b,142
a,142
n,142
g,142
o,142
t,142
e,142
p,142
e,142
d,143
t,143
q,143
r,143
r,143
c,143
j,143
e,143
a,144
b,144
n,144
g,144
k,144
p,144
t,144
e,144
e,144
b,145
m,145
n,145
g,145
o,145
c,145
j,145
e,145
b,146
m,146
n,146
g,146
o,146
t,146
p,146
e,146
e,146
m,147
b,147
n,147
g,147
k,147
c,147
j,147
h,147
j,147
e,147
d,148
q,148
t,148
r,148
r,148
c,148
j,148
e,148
m,149
d,149
f,149
r,149
p,149
t,149
e,149
e,149
a,150
d,150
t,150
r,150
e,150
c,150
e,150
q,151
r,151
b,151
n,151
g,151
o,151
c,151
e,151
l,151
e,151
e,151
d,152
t,152
m,152
r,152
j,152
c,152
e,152
q,153
b,153
n,153
r,153
g,153
o,153
p,153
t,153
j,153
e,153
a,154
b,154
n,154
g,154
o,154
e,154
c,154
e,154
d,155
t,155
m,155
r,155
p,155
e,155
t,155
e,155
a,156
d,156
f,156
r,156
j,156
h,156
e,156
c,156
e,156
d,157
t,157
m,157
r,157
j,157
p,157
t,157
e,157
q,158
d,158
r,158
t,158
r,158
c,158
e,158
e,158
a,159
d,159
t,159
r,159
e,159
p,159
t,159
h,159
j,159
h,159
j,159
e,159
b,160
q,160
n,160
r,160
g,160
o,160
e,160
p,160
h,160
e,160
t,160
l,160
j,160
l,160
e,160
e,160
m,161
b,161
n,161
g,161
k,161
t,161
e,161
h,161
p,161
e,161
e,161
d,162
a,162
t,162
r,162
j,162
l,162
e,162
c,162
e,162
a,163
d,163
f,163
r,163
j,163
e,163
c,163
d,164
m,164
f,164
r,164
j,164
l,164
p,164
t,164
j,164
l,164
e,164
e,164
d,165
a,165
f,165
r,165
j,165
p,165
t,165
e,165
q,166
r,166
b,166
n,166
g,166
o,166
j,166
t,166
p,166
e,166
m,167
b,167
n,167
g,167
o,167
c,167
e,167
e,167
d,168
t,168
m,168
r,168
c,168
e,168
l,168
j,168
e,168
m,169
d,169
t,169
r,169
j,169
c,169
h,169
j,169
e,169
a,170
b,170
n,170
g,170
o,170
j,170
c,170
h,170
e,170
l,170
e,170
h,170
j,170
e,170
m,171
d,171
f,171
r,171
e,171
p,171
t,171
l,171
j,171
e,171
m,172
d,172
f,172
r,172
p,172
j,172
t,172
e,172
d,173
m,173
f,173
r,173
c,173
e,173
e,173
a,174
b,174
n,174
g,174
o,174
p,174
t,174
j,174
e,174
m,175
d,175
t,175
r,175
j,175
p,175
e,175
t,175
a,176
d,176
f,176
r,176
j,176
c,176
e,176
q,177
b,177
r,177
n,177
g,177
o,177
j,177
c,177
e,177
d,178
m,178
f,178
r,178
e,178
t,178
p,178
e,178
b,179
a,179
n,179
g,179
o,179
c,179
e,179
e,179
q,180
b,180
n,180
r,180
g,180
o,180
e,180
c,180
e,180
m,181
d,181
f,181
r,181
c,181
j,181
e,181
b,182
n,182
a,182
g,182
k,182
c,182
j,182
l,182
j,182
l,182
e,182
e,182
m,183
b,183
n,183
g,183
k,183
e,183
t,183
p,183
e,183
m,184
d,184
f,184
r,184
p,184
j,184
t,184
e,184
d,185
a,185
t,185
r,185
e,185
c,185
l,185
e,185
h,185
j,185
h,185
e,185
e,185
m,186
b,186
n,186
g,186
k,186
c,186
e,186
h,186
e,186
e,186
m,187
d,187
t,187
r,187
c,187
j,187
e,187
a,188
b,188
n,188
g,188
k,188
p,188
j,188
t,188
e,188
d,189
t,189
r,189
j,189
m,189
e,189
c,189
a,190
d,190
f,190
r,190
c,190
j,190
e,190
m,191
d,191
f,191
r,191
p,191
t,191
j,191
e,191
d,192
t,192
m,192
r,192
p,192
e,192
t,192
e,192
b,193
a,193
n,193
g,193
o,193
j,193
e,193
p,193
t,193
m,194
b,194
n,194
g,194
k,194
p,194
t,194
e,194
e,194
q,195
d,195
r,195
t,195
r,195
p,195
t,195
j,195
e,195
d,196
m,196
t,196
r,196
j,196
c,196
e,196
b,197
q,197
n,197
r,197
g,197
o,197
j,197
t,197
h,197
p,197
e,197
l,197
e,197
h,197
e,197
e,197
a,198
d,198
f,198
r,198
c,198
e,198
e,198
q,199
b,199
r,199
n,199
g,199
o,199
p,199
t,199
j,199
e,199
q,200
d,200
r,200
t,200
r,200
e,200
c,200
l,200
j,200
e,200
d,201
m,201
t,201
r,201
j,201
c,201
e,201
q,202
r,202
b,202
n,202
g,202
o,202
t,202
p,202
e,202
e,202
d,203
f,203
r,203
t,203
a,203
p,203
j,203
e,203
b,204
a,204
n,204
g,204
o,204
t,204
p,204
j,204
h,204
j,204
e,204
d,205
a,205
f,205
r,205
e,205
c,205
e,205
q,206
b,206
r,206
n,206
g,206
k,206
e,206
t,206
p,206
h,206
j,206
l,206
e,206
e,206
b,207
a,207
n,207
g,207
o,207
p,207
t,207
j,207
e,207
d,208
t,208
a,208
r,208
e,208
c,208
h,208
j,208
e,208
b,209
m,209
n,209
g,209
k,209
t,209
j,209
p,209
e,209
b,210
m,210
n,210
g,210
o,210
c,210
e,210
e,210
m,211
b,211
n,211
g,211
o,211
p,211
t,211
e,211
e,211
b,212
m,212
n,212
g,212
o,212
e,212
t,212
p,212
e,212
d,213
a,213
f,213
r,213
t,213
p,213
e,213
h,213
j,213
e,213
b,214
a,214
n,214
g,214
o,214
e,214
e,214
c,214
d,215
q,215
t,215
r,215
r,215
c,215
e,215
e,215
d,216
q,216
f,216
r,216
r,216
p,216
t,216
j,216
h,216
e,216
e,216
a,217
d,217
f,217
r,217
e,217
c,217
h,217
j,217
e,217
m,218
b,218
n,218
g,218
o,218
p,218
t,218
j,218
h,218
e,218
e,218
a,219
d,219
f,219
r,219
c,219
e,219
e,219
m,220
b,220
n,220
g,220
k,220
j,220
c,220
e,220
b,221
a,221
n,221
g,221
k,221
p,221
j,221
t,221
h,221
j,221
e,221
d,222
q,222
t,222
r,222
r,222
c,222
j,222
e,222
b,223
m,223
n,223
g,223
k,223
j,223
c,223
e,223
b,224
a,224
n,224
g,224
k,224
p,224
t,224
j,224
e,224
b,225
a,225
n,225
g,225
k,225
j,225
p,225
t,225
h,225
j,225
l,225
j,225
h,225
e,225
e,225
b,226
a,226
n,226
g,226
k,226
p,226
t,226
e,226
l,226
j,226
l,226
e,226
e,226
a,227
b,227
n,227
g,227
o,227
j,227
c,227
l,227
e,227
e,227
q,228
d,228
r,228
t,228
r,228
e,228
e,228
